Sentence,IsDescription
"Specific vision abilities required for the job include close vision, distance vision, color vision, peripheral vision, depth perception, and ability to adjust focus.",0
"Watts is committed to equal employment opportunity and follows a policy of administering employment decisions and personnel actions without regard to race, color, religion, creed, sex, pregnancy, national origin, sexual orientation, age, physical or mental disability, genetic disposition or carrier status, marital status, military or veteran status, or any other minorities category protected by applicable federal, state, or local law.",0
"Consistent with obligations under state and federal law, Watts will make reasonable accommodations for qualified individuals with disabilities. If an employee needs a reasonable accommodation, they should contact Human Resources.",0
leading comprehensive engineering design consulting firm,0
provides innovative solutions clients facility infrastructure challenges,0
achieve client needs SSR multiple locations across US,0
Working diverse group individuals variety markets team experts partner clients deliver advanced solutions last,0
SSR committed providing opportunities benefits colleagues promote living fully,0
various competitive benefits programs available SSR supports health wellbeing personal growth employees,0
SSR offers benefit options including medical dental vision coverage generous contribution employeeowned Health Savings Account 401k matching full IRS maximum tuition reimbursement variety employee incentives wellness programs,0
SSR 2019 AEC Building Better World Award Winner recognizes commitment community outreach improvement,0
feel SSR great place take word it See colleagues saying,0
Choose SSR Look Twitter Facebook LinkedIn pages discover more,0
Certified Great Place Work http,0
Looking Retro Commissioning Project ManagerEngineer Nashville,1
Retro Commissioning Project ManagerEngineer holds overall responsibility assigned projects low medium scope complexity,1
Duties include planning executing specific project plan delivering quality products services client timely manner managing project financials serving primary contact SSR project team client,1
Cx Project Manager ensures projects executed according plan responsible results assigned projects total Project Success,1
Key Responsibilities Completes maintains project schedule work directly supports Team Leader Manager Existing Building Commissioning Sr,1
Project Managers,1
Completes definition project scope requirements schedule client communicates scope requirements project team,1
Schedules work communicates schedule information project team,1
Analyzes information gathered building plans specifications documentation,1
Facilitates communication client project team documents important issues,1
Regularly attends project update meetings clients team members,1
Works address client needs managing client expectations,1
Coordinates subcontractors project needs schedules deadlines,1
Monitors manages advises appropriate Program staff regarding scope creep necessary,1
Participates prospective project interviews necessary,1
Communicates directly client representatives external project team industry professionals potential clients supervision Manager Existing Building Commissioning Project Manager Sr,1
Project Manager,1
Participates planning budgeting processes including preparation monthly billing required general management,1
Reviews projects performance necessary,1
Engages selfeducation training order keep current industry trends changes,1
Conducts targeted technical meetings internal external customers Acts performs activities inside outside office consistent ethical engineering standards company handbook,1
Completes project scope requirements client stakeholders communicates project scope requirements project team,1
Prepares implements proactive Quality AssuranceQuality Control QAQC plan projects,1
Oversees profitability project negotiating fees contracts may appropriate participating budgeting process ensuring invoices accurate delivered timely manner,1
Identifies negotiates administers fees additional services,1
Schedules work communicates schedule information project team monitors manpower requirements,1
Facilitates communication client project team documents important issues,1
Coordinates activities project team contractors design construction phases,1
Performs project job site visits investigate field conditions monitor progress ensure conformance design specifications owner expectations building codes construction,1
Performs specific engineering studies design analyses using industry software,1
Coordinates disciplines determine equipment needs implement operating procedures provide technical information,1
Participates planning budgeting processes includes preparing monthly billing projections budget metrics required management,1
Monitors accounts receivables projects initiates corrective action needed,1
Supervises job closeout process ensure documentation lessons learned filings complete,1
ideal candidate possess following requirements BSME 610 years applicable experience,1
Professional Engineer license not required plus CEM CxA not required plus Commissioning retro commissioning experience Energy Audit experience Energy Modeling experience Experience Utility Demand side management plus Contracts project management plus Building Automation Systems Direct digital controls HVAC systems design experience big plus Technical report writing experience Office Excel PowerPoint with samples provided must Timemanagement skills Presentation skills Strong interpersonal skills Problemsolving skills must,1
BSME 610 years applicable experience,0
Professional Engineer license not required plus CEM CxA not required plus Commissioning retro commissioning experience Energy Audit experience Energy Modeling experience Experience Utility Demand side management plus Contracts project management plus Building Automation Systems Direct digital controls HVAC systems design experience big plus Technical report writing experience Office Excel PowerPoint with samples provided must Timemanagement skills Presentation skills Strong interpersonal skills Problemsolving skills must,0
SSR Equal Opportunity Affirmative Action Employer EOE including DisabilityVeteran mission make positive difference clients colleagues communities,0
Recruiters staffing agencies SSR obligated compensate external recruiter search firm presents candidate resume profile SSR employee without 1 current fullyexecuted agreement file 2 assigned open position via HR returning applicant Previous Applicants Email Password,0
Providence caregivers simply valued theyre invaluable.,0
Join team Redwood Memorial Hospital thrive culture patientfocused wholeperson care built understanding commitment mutual respect.,0
Why Join Providence? Our bestinclass benefits uniquely designed support family staying well growing professionally achieving financial security.,0
About Providence At Providence strength lies Promise Know me care me ease way.,0
Working family organizations means regardless role well walk alongside career supporting support others.,0
provide bestinclass benefits foster inclusive workplace diversity valued everyone essential heard respected.,0
Together 120 000 caregivers all employees serve 50 hospitals 1 000 clinics full range health social services across Alaska California Montana New Mexico Oregon Texas Washington.,0
comprehensive health care organization serving people advancing best practices continuing 100year tradition serving poor vulnerable.,0
The amounts listed base pay range additional compensation may available role shift differentials standbyoncall overtime premiums extra shift incentives bonus opportunities.,0
Check benefits page information Benefits Rewards.,0
About Team The Sisters Providence Sisters St. Joseph Orange deep roots California bringing health care education communities redwood forests beach shores Orange county everywhere between.,0
Northern California Providence provides health care services Eureka Redwood Petaluma Napa Santa Rosa.,0
Our awardwinning comprehensive medical centers known outstanding programs cancer cardiology neurosciences orthopedics womens services emergency trauma care pediatrics neonatal intensive care.,0
notforprofit network also provides full spectrum care leadingedge diagnostics treatment outpatient health centers physician groups clinics numerous outreach programs hospice home care.,0
We committed principle every workforce member right work surroundings free forms unlawful discrimination harassment.,0
We committed cultural diversity equal employment individuals.,0
also provide reasonable accommodation known physical mental limitations otherwise qualified caregiver applicant employment unless accommodation would impose undue hardship operation business.,0
We community people regardless differences welcome secure valued.,0
value respect appreciation collaboration diversity shared commitment serving communities.,0
We expect workforce members community act ways reflect commitment accountability for racial social justice equality workplace.,0
also expect workforce members maintain positive workplace free unacceptable conduct creates intimidating hostile offensive work environment.,0
Performs multitude engineering tasks include operation repair maintenance hospital utilities equipment provide continuous uninterrupted service environment care.,1
Performs specific tests inspections critical building systems well routine preventative maintenance repairs variety hospital related equipment provides safe comfortable environment patients visitors employees.,1
Requsition ID 209457 Company Providence Jobs Job Category Facilities Management Job Function Facilities Job Schedule Full time Job Shift Evening Career Track TechnicalSkilled Support Department 7801 PLANT OPS Address CA Fortuna 3300 Renner Dr Pay Range,1
2 years Training experience one following fields Electronics boilers mechanical chilled water systems medical gas vacuum systems pumps motors install repair ventilation systems construction operations emergency generators hospital like environment.,0
Providence proud Equal Opportunity Employer.,0
Providence discriminate basis race color gender disability veteran military status religion age creed national origin sexual identity expression sexual orientation marital status genetic information basis prohibited local state federal law.,0
The pay range for this position is $ per hour,0
"This position offers health care benefits, flexible spending accounts, a 401k plan, earned paid time off, sick leave, life insurance, disability coverage, and work wellness benefits",0
"Benefits may be subject to eligibility waiting period, contribution requirements, and conditions",0
Marriott International is an equal opportunity employer,0
"We believe in hiring a diverse workforce and sustaining an inclusive, people-first culture",0
"We are committed to nondiscrimination on a protected basis, including disability and veteran status, as covered by applicable law",0
"Marriott International considers employment for qualified applicants with criminal histories consistent with applicable federal, state, and local law",0
Marriott Hotels strive to elevate the art of hospitality by innovating at every opportunity and keeping comfort oh-so-familiar around the globe,0
"As a part of the Marriott Hotels team, you will help keep the promise of Wonderful Hospitality",0
Marriott Hotels is a portfolio of brands within Marriott International,0
"By joining Marriott Hotels, you will join an amazing global team and become the best version of yourself",0
Respond and attend to guest repair requests,1
Communicate with guests/customers to resolve maintenance issues with little supervision,1
"Perform preventive maintenance on tools and equipment, including cleaning and lubrication",1
"Visually inspect tools, equipment, and machines",1
"Carry equipment, tools, and a radio",1
"Identify, locate, and operate shutoff valves and equipment shutoffs in buildings",1
Maintain maintenance inventory and requisition parts and supplies as needed,1
Assure that all day's activities and problems that occur are communicated to the next shift using approved communication programs and standards,1
"Display proficiency in one or more of the following categories: air conditioning, refrigeration, electrical, mechanical, plumbing, pneumatic/electronic systems and controls, carpentry finish skills, kitchen equipment, vehicles, energy conservation, and general building management",1
Display solid knowledge and skill in the safe use of hand and power tools and materials required to perform repair and maintenance tasks,1
"Display basic ability to repair and replace PVC and copper pipe, including soldering",1
"Troubleshoot and perform basic repair on all types of equipment (e.g., pump and motor replacement, plumbing, plunge toilets and unclog drains, electrical equipment including lamps, cosmetic items, extension cords, vacuum cleaners, internet devices, replace electrical switches and outlets, guestroom items)",1
Program TVs and perform general housekeeping and engineering-related duties,1
"Assist with surface preparation and painting, minor drywall and wood trim repair, light bulb and AC filter replacement, and complete thorough cleanup of painting and repair area",1
Use the Lockout/Tagout system before performing any maintenance work,1
"Display a working knowledge of engineering computer programs related to preventative maintenance and energy management systems, including devices that interact with such programs",1
"Perform mid-level troubleshooting of hotel Mechanical, Electrical, and Plumbing (MEP) systems",1
Display the ability to train and mentor other engineers as an Engineer I,1
"Display the ability to perform Engineer Duty responsibilities, including readings and rounds",1
"Follow company safety and security policies and procedures, report maintenance problems, safety hazards, accidents, and injuries, and complete safety training and certifications",1
Properly store flammable materials,1
Ensure uniform and personal appearances are clean and professional,1
Maintain confidentiality of proprietary information and protect company assets,1
"Welcome and acknowledge all guests according to company standards, anticipate and address guests' service needs, assist individuals with disabilities, and thank guests with genuine appreciation",1
Adhere to quality expectations and standards,1
"Develop and maintain positive working relationships with others to support the team and reach common goals, listen and respond appropriately to the concerns of other employees",1
Speak with others using clear and professional language,1
"Move, lift, carry, push, pull, and place objects weighing less than or equal to 50 pounds without assistance, and heavier lifting or movement tasks with assistance",1
"Move up and down stairs, service ramps, and ladders",1
"Reach overhead and below the knees, including bending, twisting, pulling, and stooping",1
Enter and locate work-related information using computers,1
Perform other reasonable job duties as requested,1
"Display proficiency in one or more of the following categories: air conditioning, refrigeration, electrical, mechanical, plumbing, pneumatic/electronic systems and controls, carpentry finish skills, kitchen equipment, vehicles, energy conservation, and general building management",0
Display solid knowledge and skill in the safe use of hand and power tools and materials required to perform repair and maintenance tasks,0
"Display basic ability to repair and replace PVC and copper pipe, including soldering",0
"Troubleshoot and perform basic repair on all types of equipment (e.g., pump and motor replacement, plumbing, plunge toilets and unclog drains, electrical equipment including lamps, cosmetic items, extension cords, vacuum cleaners, internet devices, replace electrical switches and outlets, guestroom items)",0
Program TVs and perform general housekeeping and engineering-related duties,0
"Assist with surface preparation and painting, minor drywall and wood trim repair, light bulb and AC filter replacement, and complete thorough cleanup of painting and repair area",0
Use the Lockout/Tagout system before performing any maintenance work,0
"Display a working knowledge of engineering computer programs related to preventative maintenance and energy management systems, including devices that interact with such programs",0
"Perform mid-level troubleshooting of hotel Mechanical, Electrical, and Plumbing (MEP) systems",0
Display the ability to train and mentor other engineers as an Engineer I,0
"Display the ability to perform Engineer Duty responsibilities, including readings and rounds",0
"Follow company safety and security policies and procedures, report maintenance problems, safety hazards, accidents, and injuries, and complete safety training and certifications",0
Properly store flammable materials,0
Ensure uniform and personal appearances are clean and professional,0
Maintain confidentiality of proprietary information and protect company assets,0
Adhere to quality expectations and standards,0
"Develop and maintain positive working relationships with others to support the team and reach common goals, listen and respond appropriately to the concerns of other employees",0
Speak with others using clear and professional language,0
"Move, lift, carry, push, pull, and place objects weighing less than or equal to 50 pounds without assistance, and heavier lifting or movement tasks with assistance",0
"Move up and down stairs, service ramps, and ladders",0
"Reach overhead and below the knees, including bending, twisting, pulling, and stooping",0
Enter and locate work-related information using computers,0
Perform other reasonable job duties as requested,0
Marriott International is an equal opportunity employer,0
"We believe in hiring a diverse workforce and sustaining an inclusive, people-first culture",0
"We are committed to nondiscrimination on a protected basis, including disability and veteran status, as covered by applicable law",0
"Marriott International considers employment for qualified applicants with criminal histories consistent with applicable federal, state, and local law",0
Join Deloittes Program Integrity practice help government agencies protect taxpayer money.,0
address threats perpetuate fraud waste abuse clients look team provide guidance solutions required help stay ahead emerging issues protect integrity programs.,0
looking rapidly growing collaborative environment opportunities make impact grow Program Integrity team would great fit you!,0
team Deloittes Government Public Services GPS practice people ideas technology outcomesis designed impact.,0
Serving federal state local government clients well public higher education institutions team 15 000 professionals brings fresh perspective help clients anticipate disruption reimagine possible fulfill mission promise.,0
We bring rigorous approach help government agencies effectively detect prevent respond issues related fraud waste abuse.,0
team helps tackle threats bringing cutting edge analytics AI experience innovative mindsets.,0
Program Integrity team focuses thought diversity collaborative problem solving help clients address challenges holistically common goal protect integrity programs.,0
Our team detects situations fraud waste abuse reviewing claims.,1
ML Ops Engineer responsible learning implementing new infrastructure.,1
Bachelors Degree Economics Finance Statistics Mathematics Computer Science Management Information Systems Engineering Business Analytics disciplines related area,0
26 years experience working Machine Learning Engineering role.,0
Proficient Big Data Python Spark Pyspark SQL,0
Experience deploying configuring applications Kubernetes,0
Experience automating cloud resource deployment Terraform.,0
Comfortable operating Linux environment.,0
Experience building model training pipelines cloud.,0
Experience deploying ML services applications least one major cloud platform AWS Azure GCP IBM Cloud,0
Experience building deploying microservices part Machine LearningData Science applications.,0
Experience building continuous integration delivery pipelines Machine Learning applications.,0
Experience least one deep learning framework . TensorFlow PyTorch Caffe MxNET,0
Experience developing AWS managed services EMR.,0
Experience orchestrating deployment management predictive models cloud environment.,0
Experience working AGILE development team.,0
The wage range role takes account wide range factors considered making compensation decisions including limited skill sets experience training licensure certifications business organizational needs.,0
disclosed range estimate adjusted applicable geographic differential associated location position may filled.,0
Deloitte typical individual hired near top range role compensation decisions dependent facts circumstances case.,0
reasonable estimate current range 66 049143 556.,0
You may also eligible participate discretionary annual incentive program subject rules governing program whereby award any depends various factors including without limitation individual organizational performance.,0
RLSFY24 qualified applicants receive consideration employment without regard race color religion sex sexual orientation gender identity national origin age disability protected veteran status legally protected basis accordance applicable law.,0
All qualified applicants receive consideration employment without regard race color religion sex sexual orientation gender identity national origin age disability protected veteran status legally protected basis accordance applicable law.,0
Philips global leader health technology committed improving billions lives worldwide striving make world healthier sustainable innovation.,0
75 000 wonderfully unique individuals two things common unwavering sense purpose relentless determination deliver customers needs.,0
The world customers needs changing faster ever proud already know more.,0
Thats need you help us tackle increasingly complex challenges posed ever evolving health wellbeing needs.,0
In role opportunity make life better,0
A talented team dedicated experts leaders Philips Image Guided Therapy Devices Research Development support continued growth.,0
Our newly adopted hybrid work concept fuses flexibility collaboration deliver great outcomes people customers.,0
Even you.,0
Ultimately creating career one could planned for.,0
Working Philips job.,0
calling create healthier society meaningful work focused innovative customerfirst health technology solutions.,0
Help us improve health wellbeing billions people every year.,0
In role opportunity make life better As Principal RD EngineerTechnical Lead Philips Image Guided Therapy Devices RD team expertise contributions significant impact improving saving lives around world developing supporting Philips innovative PeripheralCoronary Vascular Heart Rhythm Management products.,1
You responsible for Leads manages technical projects conception completion within Advanced Development New Product Development Sustaining workflows.,1
Oversees design development implantation engineering solutions across multiple engineering disciplines Mechanical Electrical Software Engineering Building partnerships projects stakeholders both internal external leveraging achieve organizational goals able influence opinions negotiate effective solutions Coordinates departments stakeholders ensure successful project completion Drives crossfunctional teams leadership strategy motivational skills assigning team tasks hosting standup meetings go assigned tasks managing scope assisting workstream schedule development Clear understanding systems engineering concepts principles theories Support detailed design testing within projects ensuring product designs meet specifications identifying recommending solutions complex technical issues product improvements Activities include designing product process improvements prototyping test method development execution test protocol report writing Assessing component product nonconformances providing root cause analysis recommended actions Making data driven decisions using appropriate analytical methodologies Creating documenting design changes using SolidWorks Creating specifications device components assemblies Working process development engineers ensure products optimally designed manufacturing.,1
Preparing design reviews accordance regulatory quality system requirements Verifying designs meet functional requirements performance engineering analyses testing Coaching mentoring engineers team You part of A talented team dedicated experts leaders Philips Image Guided Therapy Devices Research Development support continued growth.,1
learn Engineers Clinicians industry professionals facets stateoftheart medical device development needs behind products help improve.,1
To succeed role need customerfirst attitude following Minimum BS Degree EngineeringMechanical Electrical Biomechanical Physics comparable disciplines MS preferred Minimum 7 years experience highly regulated productprocess development experience FDA regulated medical device development along strong working knowledge FDA Quality System Regulations ISO 13485IEC 60601 highly preferred.,1
Understanding regulatorynotified bodies requirements auditing practices.,1
Demonstrated leadership communications skills enable effective direction multifunctional team.,1
Strong technical writing ability experience writing product requirements specifications test protocols test reports.,1
Analytical knowledge drive data driven decisions throughout development cycle.,1
Design Manufacturability DFM knowledge applicable skills,1
Minimum BS Degree EngineeringMechanical Electrical Biomechanical Physics comparable disciplines MS preferred Minimum 7 years experience highly regulated productprocess development experience FDA regulated medical device development along strong working knowledge FDA Quality System Regulations ISO 13485IEC 60601 highly preferred.,0
Understanding regulatorynotified bodies requirements auditing practices.,0
Demonstrated leadership communications skills enable effective direction multifunctional team.,0
Strong technical writing ability experience writing product requirements specifications test protocols test reports.,0
Analytical knowledge drive data driven decisions throughout development cycle.,0
Design Manufacturability DFM knowledge applicable skills US work authorization precondition employment.,0
Effective Tuesday January 4 2022 .based employees required fully vaccinated COVID condition employment Philips.,0
Employees may request reasonable accommodation.,0
Montana employees currently excluded requirement time.,0
If Colorado resident role fieldbased remote role may eligible receive additional information compensation benefits role provide upon request.,0
may contact 8883677223 option 5 assistance.,0
It policy Philips provide equal employment advancement opportunities colleagues applicants employment without regard race color ethnicity religion gender pregnancychildbirth age national origin sexual orientation gender identity expression disability perceived disability genetic information citizenship veteran military status persons relationship association protected veteran including spouses family members marital domestic partner status category protected federal state local laws.,0
As equal opportunity employer Philips committed diverse workforce.,0
order ensure reasonable accommodation individuals protected Section 503 Rehabilitation Act 1973 Vietnam Veterans Readjustment Act 1974 Title Americans Disabilities Act 1990 applicants require accommodation job application process may contact 8883677223 option 5 assistance.,0
Equal Employment Opportunity EmployerDisabledVeteran,0
Are looking company cares peoples lives health including yours?,0
Lets inspire healthier lives together.,0
Olympus leading medical technology company focused making peoples lives better 100 years.,0
Our Purpose make peoples lives healthier safer fulfilling.,0
Our Core Values reflected do Integrity Empathy Agility Unity LongTerm View,0
We deliver purpose core values staying True Life.,0
Why join Olympus? Here people matterour health happiness lives.,0
Comprehensive Medical Dental Visions coverage effective start date,0
247 Employee Assistance Program,0
Free virtual live ondemand wellness classes,0
Worklife balance supportive culture hybrid remote roles,0
12 Paid Holidays,0
Educational Assistance Parental Leave Adoption Assistance,0
Volunteering charitable donation match programs,0
Diversity Inclusion Programs including Colleague Affinity Networks,0
OnSite Child Daycare Caf Fitness Center US Only Limited locations,0
We care health financial wellbeing offer resources need feel vital confident ready wherever life takes you.,0
About us Our Medical business uses innovative capabilities medical technology therapeutic intervention precision manufacturing help healthcare professionals deliver diagnostic therapeutic minimally invasive procedures improve clinical outcomes reduce costs enhance quality life patients safety.,0
Headquartered Tokyo Japan Olympus employs 31 000 employees worldwide nearly 40 countries regions.,0
Olympus Corporation Americas wholly owned subsidiary Olympus Corporation headquartered Center Valley Pennsylvania USA employs 5 200 employees throughout locations North South America.,0
Olympus dedicated building diverse inclusive authentic workplace,0
We recognize diversity people views lifestyle choices emphasize importance inclusion mutual respect.,0
Let's realize potential together.,0
Under direction Executive Director Systems Engineering position responsible leading cybersecurity design development documentation execution product design test strategies meet published system requirements compliant Quality System Regulations.,1
Job Duties Coordinates drives product development implementation teams requirements specification development verification deployment security measures new currently marketed legacy products run Linux Windows operating systems.,1
Proposes solutions defines technical direction product security development efforts.,1
Shares responsibility ensuring secure architecture designs.,1
Owns development execution security plans product security specifications new products.,1
Performs vulnerability scans software prior release.,1
Leads cybersecurity risk management activities including threat modeling vulnerability assessments.,1
Works product team specify risk controls based calculated CVSS scores.,1
Participates design code reviews identify securityrelated issues recommends design changes appropriate.,1
Assists development teams penetration fuzz testing new products containing software.,1
Implements security code configuration within products supporting infrastructure.,1
Responsible customerfacing product security documents MDS2 forms Manufacturer Disclosure Statement Medical Device Security.,1
Provides support product security issues questions escalated Engineering.,1
Develops awareness security concerns shares best engineering practices createsupdates procedures ensure compliance.,1
Assists creating maintaining facilitylevel procedures work instructions cybersecurity program.,1
Coordinates response cybersecurity incidences.,1
Supports product teams implementing verifying security measures providing guidance helping establish security measures applying appropriate tools.,1
Champions continued improvement securityrelated processes tools.,1
Provides training product security internal teams.,1
Continuously expands knowledge expertise cybersecurity.,1
Identifies evaluates new technologies tools related security.,1
Proposes solutions helps define future technical direction product security.,1
Required BS Degree Computer Science Information Assurance Computer Networking related fields.,0
Cybersecurity Bootcamp graduates bachelors degree areas considered,0
Minimum 9 years professional experience within Information Technology Software Development related field.,0
Must proven Linux networkinginfrastructure experience.,0
Minimum 7 years working knowledge understanding security engineering system network security authentication application security.,0
Including multiple combinations following Software development processes secure coding Developing security procedures product security specifications Secure web serverside application development Identity management authentication DDKG cryptography encryption including data encryption transfer rest System administration network security including firewalls VPNs SSH SitetoSite tunnels network certificates Vulnerabilitypenetration testing TCPIP UDP IPSEC HTTP HTTPS routing protocols.,0
Preferred General knowledge medical device standards security standards test methods.,0
Strong Analytical problem solving skills.,0
Selfmotivated person work individually lead team projects.,0
Ability express ideas clearly written oral communications.,0
Ability analyze technical requirements develop wellstructured solutions.,0
CVSS ISO IEC NIST AAMI FDA HIPAA GDPR DoD RMF guidancestandards.,0
Olympus requires US new hires fully vaccinated COVID19 defined Centers Disease Control Prevention CDC first day work.,0
Individuals offered employment disability medical condition sincerelyheld religious belief prevents vaccinated COVID19 required request granted reasonable accommodation prior first day work.,0
It policy Olympus extend equal employment advancement opportunity applicants employees without regard race color national origin including language use restrictions citizenship status religious creed including dress grooming practices age sex including pregnancy childbirth breastfeeding medical conditions related pregnancy childbirth breastfeeding gender gender identity expression sexual orientation marital status disability physical mental medical condition genetic information ancestry veteran status service uniformed services characteristic protected applicable federal state local law.,0
We are Lockheed Martin,0
Whats You 3 day every week 410 Flexible Work Schedule !,0
From comprehensive benefits investing future security Learn Lockheed Martins comprehensive benefits package .,0
Join us onsite Fort Worth Texas Skunk Works team operates flexible part time telecommuting schedule enhance work life balance .,0
Discover Fort Worth .,0
Senior Aerospace Design Engineer CADCAM PLM Engineering Team actively engaged Digital Transformation activities throughout Lockheed Martin .,1
What Doing This opportunity ideal looking grow technical SME help team .,1
SME provide solutions existing difficulties aircraft development program operations define imaginative future state vision practical methodologies Aeronautics business goals .,1
work impact everything initiation new resources Software Hardware processes future state Lockheed Martin business need .,1
also guide creation internal capabilities position Lockheed Martin resolute advantage ET Prod Ops operations .,1
As someone fluent craft oversee CAD integration CATIA V5 3DX Xcelerator PLM process requirements cross functional teams well coordinate Aeronautics organization develop deliver viable resources CADCAM PLM user community .,1
Beyond that may also find yourself Providing aerospace design expertise support development deployment related CADCAM PLM capabilities .,1
Developing supporting documentation methods standards processes training support resource implementation .,1
Performing capability validation resource process requirements deliver prerequisite Engineering Dataset Standards Methods updates Engineering Process Control Manual documentation desired support CADCAM PLM resources .,1
Supporting resolution technical issues within CADCAM PLM environment .,1
A level 3 Employee typically 5 10 years professional experience,0
Basic Qualifications Bachelors Higher Engineering Degrees Aerospace Mechanical Electrical Systems Engineering,0
Experience Aerospace Electrical Design experience .,0
Proficient 3D Solid modeling tools Processes PLM Product Lifecycle Management .,0
Desired Skills Experience Aerospace industry BTP Build Package release tools Processes .,0
Proficient Microsoft Office tools .,0
Experience Model Based Engineering Systems MBES Configuration Management Systems .,0
Familiarity Scaled Agile Framework .,0
Proficient CATIA V5 3DX Xcelerator Teamcenter PDM .,0
Knowledge program languages C JAVA Python etc .,0
Experience Model Based Engineering MBE processes configuration management concepts .,0
Security Clearance Statement position requires government security clearance must US Citizen consideration .,0
Clearance Level Secret,0
Lockheed Martin Equal OpportunityAffirmative Action Employer .,0
qualified applicants receive consideration employment without regard race color religion sex pregnancy sexual orientation gender identity national origin age protected veteran status disability status .,0
Global healthcare leader whose portfolio lifechanging technologies spans spectrum healthcare.,0
Products range diagnostic generic medications medical devices beyond.,0
We equal opportunity employer qualified applicants receive consideration employment without regard race color religion sex national origin disability status protected veteran status characteristic protected law.,0
Position help support validation activities equipment like but limited to automation lab equipment.,1
Must Bachelors degree STEM best background engineering,1
Must validation quality experience medical device pharma regulated environment.,1
Must background involved actively equipment qualifications techniques IQ OQ PQ.,1
Possesses educational qualifications work experience established engineering schools employers licensing authorities employment various disciplines engineering .,1
Mechanical Electrical Industrial Manufacturing Chemical level 57 job description complete list desired skills required.,1
We strongly encourage candidates skills apply.,1
We look forward conversation learn you!,1
Minimum 2 years industry experience internship coops schooling considered.,0
We equal opportunity employer qualified applicants receive consideration employment without regard race color religion sex national origin disability status protected veteran status characteristic protected law.,0
teKnoluxion provides Defense Intelligence Communities technical experts fields Software Systems Engineering Enterprise Operations Cloud Services Management Consulting.,0
goal simply support efforts ignite technology revolution bridging growing technology gap Government commercial space.,0
What get every day Design define system architecture new existing computer systems utilizing onpremises cloudbased hosting technologies,0
What skills need? Bachelors Degree Computer Science related technical discipline equivalent combination education technical certifications training work experience 12 years directly related experience systems engineering,0
Experience buildingmanaging servers AWS Amazon Web Services Vmware based environment desired,0
Experience managing work tasks via tools JIRA ServiceNow System configuration experience hardening based security guidelines DISA STIGs,0
teKnoluxion committed creating diverse environment proud equal opportunity employer.,0
Are ready test abilities Active Directory Services Engineer team member sophisticated enterprise geospatial environment?,1
Would like make immediate direct impact job?,1
Come join dedicated team Ironhide supporting NRO.,1
Review completion implementation system additions enhancements makes recommendations management clients,1
Project assignments vary based skill level may include engineering geographically dispersed services integrating services public private hybrid cloud environments engineering solutions deployed via automated CM tools hardening solutions address security SCAP compliance,1
Experience Microsoft Windows Server Active Directory design implementation,1
Experience Group Policy Management,1
Experience Windows DNS DHCP,1
Experience LDAP,1
Experience Active Directory Federation Services,1
Experience Active Directory Domains Trusts,1
Experience monitoring Microsoft systems using System Center Operations Manager,1
Experience Microsoft deployment methodology options include Microsoft Deployment Toolkit System Center Configuration Manager,1
Experience Windows Server 2016 2019 experience optimal,1
Experience Microsoft Identity Manager Forefront Identity Manager experience optimal,1
Experience Microsoft Windows automation scripting PowerShell scripting languages,1
Experience supporting Intelligence or DoD Customers,1
Highlights benefits include HealthDentalVision 401k match potential Profit Sharing Universal Leave STDLTDLife InsuranceVoluntary Life Insurance Stipends Referral Bonuses more!,1
Compensation unique candidate compensation packages based education experience requirements.,1
Location Chantilly VA,0
Security Clearance Required TSSCI Polygraph CI FS Certification Must,0
CompTIA Security CE similar IAT Level II DoD 8570 certification,0
12 years directly related experience systems engineering,0
Experience Microsoft Windows Server Active Directory design implementation,0
Experience Group Policy Management,0
Experience Windows DNS DHCP,0
Experience LDAP,0
Experience Active Directory Federation Services,0
Experience Active Directory Domains Trusts,0
Experience monitoring Microsoft systems using System Center Operations Manager,0
Experience Microsoft deployment methodology options include Microsoft Deployment Toolkit System Center Configuration Manager,0
Experience Windows Server 2016 2019 experience optimal,0
Experience Microsoft Identity Manager Forefront Identity Manager experience optimal,0
Experience buildingmanaging servers AWS Amazon Web Services Vmware based environment desired,0
Experience managing work tasks via tools JIRA ServiceNow System configuration experience hardening based security guidelines DISA STIGs,0
Experience supporting Intelligence or DoD Customers,0
teKnoluxion committed creating diverse environment proud equal opportunity employer.,0
qualified applicants receive consideration employment without regard race color religion sex national origin disability status protected veteran status sexual orientation characteristic protected law.,0
teKnoluxion vaccination mandate applicable team members.,0
Vaccination requirements depend status federal contractor mandate customer site requirements.,0
Regardless vaccination status personnel required wear masks indoors CDC COVID19 Community Level High.,0
Coordinates daily operations Engineering department hotel ensure services exceed expectations resort ownersguests.,0
Ensures compliance policies procedures regulations.,0
manager monitors productivity qualitative work product Engineers directs completion assigned RFR projects.,0
Walking property completely minimum twice daily AM PM Chief Engineer determines assigns work maintenance projects work orders priorities insure quality standards met.,0
Coordinates RFR schedules property operations minimize disruption guests.,0
Manage staff ensure areas responsibility properly covered within budget.,0
Assign associates duties inspect work conformance prescribed companyfranchise standards cleanliness.,0
Record data concerning work assignments special projects prepare reports.,0
Investigate complaints takes corrective action.,0
Provides service highly professional manner times.,0
Ensure department employees receive comprehensive training,0
Complete associate safety training compliance PHRfranchise procedures OSHA regulations.,0
Report unsafe work conditionspractices safetysecurity violations,0
Review internal management reports include occupancy forecasts night audit summary payroll edits manhour payroll reports productivity results prior day operating checkbook accounts schedules,0
